"DeployIDs","Ptt","TagType","HistType","GMTDate","MonthNumb","LocationQuality","Latitude","Longitude","Sum","Bin1","Bin2","Bin3","Bin4","Bin5","Bin6","Bin7","Bin8","Bin9","Bin10","Bin11","Bin12","Bin13","Bin14","Bin15","Bin16","Bin17","Bin18","Bin19","Bin20","Bin21","Bin22","Bin23","Bin24"
"KOTE-762-09",40791.00,"Splash","Percent",40239.00,"03",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40240.00,"03",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40241.00,"03","0","66.94999695","-165.6260071",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40242.00,"03","3","66.95400238","-165.6329956",,10.00,3.00,60.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,20.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40243.00,"03","3","66.95400238","-165.6329956",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,10.00,10.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40244.00,"03","2","66.93499756","-165.5939941",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.00,10.00,3.00,3.00,10.00,3.00,0.00,0.00,0.00,60.00,100.00,100.00
"KOTE-762-09",40791.00,"Splash","Percent",40245.00,"03","3","66.93900299","-165.5780029",,100.00,100.00,100.00,98.00,3.00,3.00,0.00,3.00,40.00,100.00,100.00,100.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40252.00,"03",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40253.00,"03",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40254.00,"03","0","66.93900299","-165.6080017",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40255.00,"03","1","66.93099976","-165.6759949",,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40256.00,"03","1","66.93099976","-165.6759949",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40257.00,"03","3","66.95200348","-165.2660065",,10.00,10.00,3.00,10.00,10.00,10.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,3.00,3.00,10.00,10.00,3.00,10.00,90.00,100.00,100.00,100.00
"KOTE-762-09",40791.00,"Splash","Percent",40258.00,"03","3","66.95200348","-165.2660065",,100.00,100.00,100.00,100.00,100.00,100.00,50.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40259.00,"03","3","66.94100189","-165.3229981",,20.00,10.00,10.00,10.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,20.00,0.00,3.00,3.00,3.00,3.00,10.00,10.00,3.00,20.00,100.00
"KOTE-762-09",40791.00,"Splash","Percent",40260.00,"03","3","66.91500092","-165.5859985",,100.00,100.00,100.00,100.00,100.00,100.00,40.00,3.00,10.00,10.00,3.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00
"KOTE-762-09",40791.00,"Splash","Percent",40261.00,"03","3","66.93599701","-165.6150055",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,0.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40262.00,"03","1","66.94599915","-165.6170044",,10.00,10.00,10.00,10.00,20.00,10.00,10.00,20.00,10.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40264.00,"03","2","66.88200378","-165.6399994",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40265.00,"03","2","66.88200378","-165.6399994",,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40266.00,"03","1","66.91000366","-165.7310028",,10.00,10.00,10.00,10.00,10.00,10.00,20.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,20.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40268.00,"03","1","66.96499634","-165.5829926",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40269.00,"04",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40270.00,"04",,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40271.00,"04","2","66.96399689","-165.628006",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,20.00,10.00,40.00,100.00,100.00,100.00,100.00
"KOTE-762-09",40791.00,"Splash","Percent",40272.00,"04","2","66.96399689","-165.628006",,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,30.00,3.00,3.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,80.00,100.00,100.00,100.00
"KOTE-762-09",40791.00,"Splash","Percent",40273.00,"04","2","66.96099854","-165.6060028",,100.00,100.00,100.00,100.00,100.00,100.00,60.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,10.00,3.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40274.00,"04","2","66.96099854","-165.6060028",,10.00,10.00,20.00,10.00,10.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40275.00,"04","2","66.96600342","-165.6649933",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,10.00,0.00
"KOTE-762-09",40791.00,"Splash","Percent",40276.00,"04","2","66.96499634","-165.6799927",,0.00,0.00,0.00,0.00,3.00,10.00,20.00,10.00,10.00,3.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,90.00,100.00
"KOTE-762-09",40791.00,"Splash","Percent",40277.00,"04","2","66.96800232","-165.6529999",,100.00,100.00,100.00,100.00,90.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40278.00,"04","2","66.96800232","-165.6529999",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40279.00,"04","2","66.99099731","-165.4559937",,10.00,10.00,10.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40280.00,"04","2","66.98999786","-165.3159943",,10.00,10.00,10.00,10.00,10.00,10.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,40.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-762-09",40791.00,"Splash","Percent",40281.00,"04","2","66.98999786","-165.3159943",,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
"KOTE-771-09",40792.00,"Splash","Percent",40210.00,"02","2","59.28900146","-165.272995",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40211.00,"02","3","59.37900162","-164.9210053",,10.00,10.00,10.00,3.00,10.00,10.00,10.00,3.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,3.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40212.00,"02","3","59.37900162","-164.9210053",,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40213.00,"02","3","59.1590004","-164.6309967",,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40216.00,"02","3","59.35100174","-164.246994",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40217.00,"02","A","59.3429985","-164.3079987",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40218.00,"02","A","59.3429985","-164.3079987",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,3.00,3.00,20.00,30.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40219.00,"02","1","59.30899811","-164.9440002",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,98.00,100.00,100.00,100.00,100.00,100.00,70.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40220.00,"02","3","59.27799988","-164.9949951",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,98.00,100.00,100.00,80.00,3.00,10.00,3.00,10.00,20.00,100.00
"KOTE-771-09",40792.00,"Splash","Percent",40221.00,"02","3","59.27799988","-164.9949951",,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40222.00,"02","2","59.09799957","-164.9550018",,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,20.00,10.00,3.00,3.00,10.00,3.00,3.00,10.00,10.00,10.00,60.00,100.00
"KOTE-771-09",40792.00,"Splash","Percent",40223.00,"02","3","59.05199814","-164.8999939",,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,3.00,10.00,10.00,3.00,10.00,10.00,0.00,10.00,3.00
"KOTE-771-09",40792.00,"Splash","Percent",40224.00,"02","3","59.05199814","-164.8999939",,0.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,40.00,100.00,100.00,100.00,100.00,80.00,10.00,3.00,3.00,10.00,20.00,20.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40225.00,"02","3","59.0719986","-164.9629974",,10.00,10.00,10.00,10.00,10.00,70.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,10.00,3.00,3.00
"KOTE-771-09",40792.00,"Splash","Percent",40226.00,"02","3","59.08599854","-164.9889984",,10.00,20.00,20.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00,3.00,0.00
"KOTE-771-09",40792.00,"Splash","Percent",40227.00,"02","2","59.0870018","-164.875",,0.00,3.00,10.00,20.00,90.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,60.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00
"KOTE-771-09",40792.00,"Splash","Percent",40228.00,"02","3","59.09700012","-164.8619995",,10.00,10.00,10.00,10.00,20.00,10.00,10.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,30.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40229.00,"02","3","59.09700012","-164.8619995",,10.00,10.00,10.00,10.00,10.00,10.00,80.00,100.00,100.00,100.00,100.00,70.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,60.00,100.00
"KOTE-771-09",40792.00,"Splash","Percent",40230.00,"02","3","59.13899994","-164.7839966",,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00
"KOTE-771-09",40792.00,"Splash","Percent",40231.00,"02","3","59.13899994","-164.7839966",,98.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,10.00,10.00,10.00,10.00,20.00,10.00,20.00,20.00,10.00,10.00,20.00,50.00,100.00,100.00
"KOTE-771-09",40792.00,"Splash","Percent",40232.00,"02","3","59.16500092","-164.8540039",,100.00,100.00,100.00,60.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,40.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-771-09",40792.00,"Splash","Percent",40234.00,"02","3","59.06100082","-164.8179932",,10.00,10.00,10.00,10.00,10.00,20.00,10.00,20.00,10.00,20.00,20.00,10.00,10.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40211.00,"02",,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,30.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40213.00,"02",,,,,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,3.00,0.00,3.00,10.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40214.00,"02",,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40215.00,"02",,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40216.00,"02","A","65.37000275","-167.0599976",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40218.00,"02","2","65.36699677","-167.1239929",,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40219.00,"02",,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,30.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40221.00,"02","3","65.3730011","-167.1069946",,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,60.00,90.00,100.00,100.00,90.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40222.00,"02","3","65.36399841","-167.1889954",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,60.00,50.00,3.00,10.00,3.00,10.00,3.00,80.00,100.00,100.00,100.00
"KOTE-773-09",40793.00,"Splash","Percent",40223.00,"02","0","65.36199951","-167.1190033",,100.00,100.00,100.00,40.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00
"KOTE-773-09",40793.00,"Splash","Percent",40225.00,"02","0","65.3690033","-167.1080017",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40226.00,"02","A","65.35900116","-167.095993",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,50.00,10.00,40.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40227.00,"02","A","65.375","-167.0800018",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40228.00,"02","A","65.375","-167.0800018",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,50.00,30.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40229.00,"02",,,,,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,3.00,40.00,20.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40230.00,"02","3","65.37200165","-167.1049957",,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,60.00,30.00,3.00,3.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00
"KOTE-773-09",40793.00,"Splash","Percent",40231.00,"02","3","65.36000061","-167.0729981",,10.00,10.00,10.00,3.00,3.00,10.00,10.00,90.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40232.00,"02","3","65.36000061","-167.0729981",,10.00,10.00,10.00,10.00,20.00,90.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,60.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,40.00,30.00,100.00
"KOTE-773-09",40793.00,"Splash","Percent",40234.00,"02","2","65.34899902","-167.0870056",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40235.00,"02","A","65.38400269","-167.0279999",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40236.00,"02","B","65.35299683","-167.0599976",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00
"KOTE-773-09",40793.00,"Splash","Percent",40237.00,"02","A","65.35800171","-167.0829926",,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,10.00,0.00,3.00,0.00,3.00,10.00,10.00,3.00
"KOTE-773-09",40793.00,"Splash","Percent",40238.00,"03","1","65.36299896","-167.1119995",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40240.00,"03","A","65.34400177","-167.0800018",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,10.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40241.00,"03",,,,,10.00,10.00,10.00,10.00,10.00,10.00,30.00,0.00,3.00,10.00,10.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40242.00,"03","2","65.34500122","-167.0440064",,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40243.00,"03","2","65.34500122","-167.0440064",,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00
"KOTE-773-09",40793.00,"Splash","Percent",40244.00,"03","3","65.35500336","-167.074997",,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,100.00,40.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40245.00,"03","3","65.35500336","-167.074997",,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40246.00,"03","2","65.33699799","-167.0339966",,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,10.00,20.00,10.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40247.00,"03","A","65.34200287","-167.0529938",,10.00,10.00,20.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40248.00,"03","3","65.35600281","-167.0859985",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40249.00,"03","3","65.35600281","-167.0859985",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,10.00,3.00,3.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40250.00,"03","3","65.35299683","-167.0789948",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40251.00,"03","3","65.35299683","-167.0789948",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,3.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40252.00,"03","2","65.34700012","-167.0509949",,3.00,20.00,10.00,10.00,10.00,10.00,20.00,40.00,30.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40253.00,"03","3","65.35900116","-167.0729981",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,3.00,10.00,10.00
"KOTE-773-09",40793.00,"Splash","Percent",40254.00,"03","3","65.35900116","-167.0729981",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,70.00,30.00,70.00,50.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,60.00,100.00,100.00
"KOTE-773-09",40793.00,"Splash","Percent",40255.00,"03","3","65.35600281","-167.0859985",,100.00,100.00,100.00,100.00,98.00,3.00,3.00,10.00,10.00,60.00,100.00,100.00,20.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,20.00,40.00,100.00
"KOTE-773-09",40793.00,"Splash","Percent",40256.00,"03","3","65.35600281","-167.0859985",,100.00,100.00,98.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,30.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00
