"DeployIDs","Ptt","TagType","HistType","GMTDate","MonthNumb","LocationQuality","Latitude","Longitude","Sum","Bin1","Bin2","Bin3","Bin4","Bin5","Bin6","Bin7","Bin8","Bin9","Bin10","Bin11","Bin12","Bin13","Bin14","Bin15","Bin16","Bin17","Bin18","Bin19","Bin20","Bin21","Bin22","Bin23","Bin24"
"KOTP-714-08",40799.00,"Splash","Percent",39864.00,"02","1","60.74900055","172.8350067",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,3.00,10.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,3.00,10.00,3.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39865.00,"02","2","60.57899857","171.8950043",,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,40.00,80.00,70.00,100.00,100.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39866.00,"02","2","60.43399811","171.125",,100.00,100.00,100.00,100.00,100.00,30.00,0.00,3.00,3.00,10.00,10.00,20.00,20.00,10.00,20.00,10.00,10.00,10.00,3.00,3.00,3.00,10.00,3.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39868.00,"02","2","60.76599884","172.0800018",,0.00,0.00,10.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,10.00,3.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39869.00,"02","2","60.76599884","172.0800018",,0.00,0.00,3.00,3.00,0.00,3.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39870.00,"02","2","60.94499969","172.4929962",,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39871.00,"02","3","60.97499847","172.5590057",,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,20.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39872.00,"02","3","60.97499847","172.5590057",,10.00,10.00,10.00,10.00,0.00,0.00,20.00,100.00,100.00,100.00,100.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39873.00,"03","3","61.28300095","174.0099945",,0.00,0.00,0.00,0.00,0.00,80.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.00,0.00,3.00,0.00,0.00,3.00,3.00,10.00,10.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39874.00,"03","3","61.28300095","174.0099945",,3.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,10.00,0.00,0.00,0.00,3.00,3.00,10.00,10.00,10.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39875.00,"03","2","61.06200027","173.3390045",,3.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39876.00,"03","3","61.14500046","173.9980011",,0.00,80.00,100.00,100.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39877.00,"03","3","61.08800125","173.7409973",,10.00,10.00,10.00,10.00,20.00,10.00,3.00,0.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,3.00,10.00,80.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39878.00,"03","3","61.04299927","173.7680054",,100.00,100.00,100.00,100.00,90.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39879.00,"03","3","61.04299927","173.7680054",,0.00,0.00,80.00,100.00,100.00,100.00,100.00,20.00,3.00,3.00,0.00,3.00,3.00,3.00,3.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39880.00,"03","2","61.07799911","174.102005",,10.00,10.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39881.00,"03","1","60.98699951","173.2579956",,10.00,10.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,3.00,10.00,10.00,3.00,3.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39882.00,"03","0","60.89599991","172.996994",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,3.00,0.00,0.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,20.00
"KOTP-714-08",40799.00,"Splash","Percent",39883.00,"03","3","61.04100037","172.9600067",,70.00,30.00,10.00,3.00,10.00,10.00,10.00,70.00,100.00,60.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,0.00,10.00,10.00,10.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39884.00,"03","3","61.05699921","172.7949982",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39885.00,"03","3","60.95999908","172.5110016",,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,0.00,3.00,0.00,3.00,10.00,10.00,3.00,3.00,70.00,100.00,100.00,100.00,100.00,100.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39886.00,"03","3","60.95999908","172.5110016",,100.00,100.00,90.00,100.00,50.00,0.00,0.00,0.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39887.00,"03","2","61.00500107","172.5220032",,10.00,20.00,20.00,20.00,10.00,10.00,20.00,20.00,100.00,100.00,100.00,100.00,100.00,90.00,3.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39888.00,"03","3","61.03499985","172.8079987",,10.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,10.00,10.00,3.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39889.00,"03","3","61.03499985","172.8079987",,3.00,3.00,10.00,3.00,3.00,3.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,10.00,3.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39890.00,"03","1","60.98199844","172.5610046",,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,40.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,3.00,10.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39891.00,"03","1","60.98199844","172.5610046",,10.00,3.00,10.00,10.00,10.00,10.00,10.00,30.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,3.00,3.00,3.00,3.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39892.00,"03","3","61.10499954","172.9100037",,0.00,0.00,0.00,0.00,3.00,3.00,3.00,10.00,100.00,100.00,100.00,100.00,60.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39893.00,"03","3","61.07300186","172.7079926",,0.00,0.00,3.00,10.00,3.00,10.00,10.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39894.00,"03","3","61.07300186","172.7079926",,0.00,40.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.00,0.00,0.00,0.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,3.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39895.00,"03","3","61.11299896","173.0379944",,40.00,100.00,100.00,100.00,100.00,70.00,100.00,100.00,90.00,0.00,0.00,3.00,3.00,3.00,3.00,0.00,3.00,10.00,3.00,3.00,0.00,3.00,3.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39896.00,"03","3","61.11100006","172.9060059",,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,3.00,3.00,10.00,3.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39897.00,"03","3","61.11100006","172.9060059",,0.00,10.00,3.00,0.00,3.00,0.00,0.00,3.00,10.00,3.00,3.00,0.00,0.00,0.00,0.00,3.00,10.00,3.00,3.00,3.00,3.00,3.00,0.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39898.00,"03","3","61.09999847","172.7940064",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,20.00,100.00,100.00,100.00,100.00,100.00,100.00,40.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39899.00,"03","3","61.09999847","172.7940064",,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39900.00,"03","3","61.09000015","172.8170013",,10.00,10.00,3.00,30.00,10.00,10.00,10.00,10.00,50.00,100.00,100.00,100.00,100.00,98.00,3.00,0.00,3.00,3.00,10.00,3.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39901.00,"03","3","61.0870018","172.7630005",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39902.00,"03","3","61.0870018","172.7630005",,3.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,40.00,100.00,100.00,100.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39903.00,"03","1","61.02799988","172.6199951",,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,3.00,10.00,3.00,3.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39904.00,"04","1","61.13800049","172.9920044",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,3.00,3.00,3.00,20.00,50.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39905.00,"04","0","61.14500046","173.0059967",,10.00,10.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,0.00,0.00,0.00,3.00,3.00,3.00,30.00,100.00,100.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39906.00,"04","3","61.18199921","173.1880035",,100.00,70.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,0.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39907.00,"04","3","61.18199921","173.1880035",,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39908.00,"04","3","61.03900146","172.7969971",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39909.00,"04","3","61.03900146","172.7969971",,3.00,3.00,3.00,3.00,10.00,3.00,3.00,0.00,0.00,3.00,3.00,3.00,3.00,10.00,10.00,50.00,100.00,50.00,10.00,3.00,3.00,10.00,60.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39910.00,"04","2","60.77199936","171.9649963",,100.00,100.00,98.00,10.00,3.00,10.00,3.00,3.00,0.00,3.00,70.00,100.00,100.00,100.00,40.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39911.00,"04","2","60.72900009","171.977005",,30.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39912.00,"04","2","60.72900009","171.977005",,3.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,3.00,40.00,0.00,10.00,10.00,3.00,3.00,10.00,100.00,90.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39913.00,"04","3","60.68600082","171.9519959",,20.00,100.00,20.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39915.00,"04","3","60.68199921","171.7250061",,3.00,3.00,10.00,10.00,3.00,3.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,3.00,3.00,3.00,10.00,3.00,3.00,3.00,20.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39916.00,"04","3","60.68199921","171.7250061",,3.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTP-714-08",40799.00,"Splash","Percent",39917.00,"04","1","60.89899826","172.4129944",,0.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,30.00,100.00,98.00,100.00,100.00,100.00,100.00,20.00,3.00,3.00,3.00,0.00,0.00,3.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39918.00,"04","2","60.9090004","172.4259949",,3.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,0.00,3.00,10.00,10.00,3.00,3.00,10.00,3.00,3.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39919.00,"04","2","60.9090004","172.4259949",,0.00,60.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,0.00,0.00,3.00,10.00,10.00,10.00,20.00,20.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39920.00,"04","2","60.92200089","172.5180054",,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39921.00,"04","1","61.07699966","172.7949982",,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,20.00,98.00,40.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,40.00
"KOTP-714-08",40799.00,"Splash","Percent",39922.00,"04","3","61.25899887","173.5010071",,100.00,80.00,90.00,100.00,100.00,100.00,100.00,100.00,60.00,10.00,10.00,10.00,10.00,20.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39923.00,"04","3","61.25899887","173.5010071",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,10.00,3.00,3.00,10.00,3.00,3.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39924.00,"04","3","61.36199951","173.5679932",,3.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,3.00,3.00,3.00,10.00,3.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39925.00,"04","3","61.36299896","173.4539948",,3.00,3.00,3.00,3.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39926.00,"04","3","61.36299896","173.4539948",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39927.00,"04","3","61.43500137","173.6269989",,3.00,10.00,10.00,3.00,10.00,10.00,3.00,10.00,3.00,10.00,3.00,0.00,0.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39928.00,"04","2","61.68899918","174.3580017",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39929.00,"04","2","61.68899918","174.3580017",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,10.00,3.00,10.00,3.00,3.00,0.00,3.00,10.00,10.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39930.00,"04","2","61.84899902","175.427002",,3.00,3.00,3.00,0.00,3.00,10.00,3.00,0.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,10.00,3.00,10.00,3.00,3.00,3.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39931.00,"04","2","61.84899902","175.427002",,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39932.00,"04","2","62.04899979","175.7709961",,3.00,3.00,10.00,3.00,10.00,3.00,10.00,10.00,10.00,20.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39933.00,"04","2","62.23600006","176.3300018",,90.00,100.00,100.00,100.00,100.00,90.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,20.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39934.00,"05","2","62.09199905","176.9750061",,10.00,10.00,10.00,10.00,20.00,100.00,30.00,10.00,10.00,10.00,10.00,10.00,3.00,0.00,0.00,3.00,10.00,10.00,10.00,30.00,70.00,40.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39935.00,"05","3","62.18899918","177.852005",,10.00,3.00,10.00,10.00,10.00,10.00,10.00,50.00,10.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.00,3.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39936.00,"05","3","62.18899918","177.852005",,3.00,10.00,70.00,100.00,100.00,100.00,100.00,20.00,3.00,3.00,10.00,10.00,10.00,10.00,40.00,100.00,100.00,90.00,60.00,100.00,100.00,100.00,98.00,90.00
"KOTP-714-08",40799.00,"Splash","Percent",39937.00,"05","2","62.21900177","178.022995",,100.00,20.00,10.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,70.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39938.00,"05","2","62.2859993","178.1130066",,100.00,100.00,100.00,100.00,100.00,90.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,100.00,100.00,100.00,100.00
"KOTP-714-08",40799.00,"Splash","Percent",39939.00,"05","3","62.29399872","178.1289978",,100.00,100.00,100.00,100.00,100.00,100.00,98.00,10.00,10.00,10.00,10.00,30.00,70.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39940.00,"05","3","62.35300064","177.7160034",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00,50.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39941.00,"05","3","62.36399841","177.4799957",,20.00,100.00,10.00,10.00,40.00,10.00,3.00,0.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00,10.00,3.00,0.00,3.00,10.00,3.00,3.00,10.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39942.00,"05","3","62.22100067","176.9700012",,0.00,3.00,10.00,10.00,3.00,3.00,10.00,10.00,10.00,40.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39943.00,"05","3","62.24100113","176.8990021",,10.00,10.00,10.00,10.00,3.00,3.00,3.00,10.00,10.00,60.00,100.00,98.00,100.00,100.00,70.00,10.00,10.00,3.00,10.00,10.00,20.00,3.00,10.00,20.00
"KOTP-714-08",40799.00,"Splash","Percent",39944.00,"05","3","62.24100113","176.8990021",,3.00,10.00,10.00,10.00,3.00,0.00,20.00,3.00,0.00,10.00,10.00,3.00,3.00,3.00,10.00,10.00,10.00,10.00,10.00,10.00,3.00,10.00,3.00,3.00
"KOTP-714-08",40799.00,"Splash","Percent",39945.00,"05","3","62.16600037","177.2550049",,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,60.00,100.00,30.00,20.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39946.00,"05","3","62.16600037","177.2550049",,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,50.00,60.00,100.00,98.00,10.00,10.00,20.00,10.00,20.00,10.00,10.00,10.00,20.00,10.00
"KOTP-714-08",40799.00,"Splash","Percent",39947.00,"05","3","62.18000031","177.3509979",,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,50.00,98.00,90.00,100.00,80.00,3.00,20.00,10.00,10.00,50.00,100.00,30.00,10.00
"KOTP-750-08",40795.00,"Splash","Percent",39845.00,"02","B","58.00999832","-170.654007",,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,3.00,3.00,0.00,3.00,3.00,0.00,3.00,10.00,10.00,10.00,10.00
"KOTP-750-08",40795.00,"Splash","Percent",39846.00,"02",,,,,3.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,10.00,3.00,10.00,10.00,3.00,10.00,10.00,10.00,10.00,10.00,3.00,3.00,0.00,3.00,3.00,3.00
"KOTP-750-08",40795.00,"Splash","Percent",39847.00,"02",,,,,3.00,3.00,3.00,0.00,0.00,3.00,3.00,10.00,3.00,3.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,3.00
"KOTP-750-08",40795.00,"Splash","Percent",39848.00,"02",,,,,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,3.00
"KOTP-750-08",40795.00,"Splash","Percent",39849.00,"02","3","58.45899963","-170.098999",,3.00,3.00,3.00,3.00,20.00,90.00,100.00,100.00,100.00,100.00,100.00,60.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,3.00,10.00
"KOTP-750-08",40795.00,"Splash","Percent",39852.00,"02",,,,,3.00,0.00,3.00,3.00,10.00,3.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTP-750-08",40795.00,"Splash","Percent",39854.00,"02",,,,,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00
"KOTP-750-08",40795.00,"Splash","Percent",39861.00,"02","2","59.24300003","-171.4450073",,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,70.00,0.00,3.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
"KOTP-750-08",40795.00,"Splash","Percent",39862.00,"02","A","59.03699875","-171.6239929",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,10.00,3.00,3.00,0.00,0.00,0.00,3.00,3.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00,3.00
"KOTP-750-08",40795.00,"Splash","Percent",39863.00,"02",,,,,3.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"KOTP-750-08",40795.00,"Splash","Percent",39864.00,"02","3","59.07799911","-171.9620056",,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,80.00,100.00,100.00,90.00,3.00,0.00,0.00,0.00,0.00
"KOTP-750-08",40795.00,"Splash","Percent",39865.00,"02","3","59.07799911","-171.9620056",,3.00,10.00,3.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00,3.00,3.00,10.00
"KOTP-750-08",40795.00,"Splash","Percent",39866.00,"02","2","59.2159996","-172.0240021",,3.00,10.00,3.00,3.00,10.00,3.00,20.00,100.00,100.00,50.00,100.00,50.00,10.00,3.00,3.00,3.00,3.00,10.00,10.00,3.00,3.00,3.00,3.00,3.00
"KOTP-750-08",40795.00,"Splash","Percent",39867.00,"02","2","59.2159996","-172.0240021",,3.00,3.00,3.00,3.00,3.00,3.00,10.00,3.00,10.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,10.00,10.00,10.00
"KOTP-750-08",40795.00,"Splash","Percent",39868.00,"02","A","59.36600113","-172.1060028",,10.00,10.00,3.00,3.00,3.00,3.00,50.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,20.00,98.00
