DeployID,LocationQuality,Date,Latitude,Longitude,Ptt,TagType,SerialNum
EB16SMK-158429,A,42557.33527,59.047,-186.843,158441,SPOT,15U2852
EB16SMK-158429,3,42557.39038,63.409,-162.247,158429,SPLASH,15A0575
EB16SMK-158429,2,42557.40311,63.407,-162.247,158429,SPLASH,15A0575
EB16SMK-158429,B,42557.68606,63.408,-162.207,158441,SPOT,15U2852
EB16SMK-158429,B,42558.0097,63.455,-162.248,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.01584,63.445,-162.184,158429,SPLASH,15A0575
EB16SMK-158429,3,42558.02546,63.436,-162.126,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.08471,63.458,-162.108,158429,SPLASH,15A0575
EB16SMK-158429,A,42558.09223,63.453,-162.061,158429,SPLASH,15A0575
EB16SMK-158429,3,42558.09281,63.455,-162.054,158429,SPLASH,15A0575
EB16SMK-158429,1,42558.11309,63.46,-162.046,158429,SPLASH,15A0575
EB16SMK-158429,2,42558.11994,63.457,-162.027,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.14737,63.462,-162.023,158429,SPLASH,15A0575
EB16SMK-158429,A,42558.16256,63.461,-162.035,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.16546,63.461,-162.035,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.22201,63.47,-162.019,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.23102,63.481,-161.99,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.23603,63.483,-161.99,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.25219,63.488,-162.007,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.35869,63.509,-161.981,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.36956,63.505,-161.978,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.39279,63.51,-161.975,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.58414,63.538,-161.949,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.595,63.541,-161.959,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.62986,63.555,-162.024,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.65778,63.572,-162.024,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.66531,63.575,-162.027,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.71076,63.597,-162.047,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.72546,63.607,-162.064,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.73635,63.615,-162.061,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.75343,63.621,-162.087,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.77359,63.626,-162.092,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.78079,63.626,-162.064,158429,SPLASH,15A0575
EB16SMK-158429,2,42558.84102,63.655,-162.108,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.86192,63.657,-162.116,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.86192,63.662,-162.12,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.87337,63.656,-162.116,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.89293,63.658,-162.114,158429,SPLASH,15A0575
EB16SMK-158429,B,42558.91022,63.657,-162.117,158429,SPLASH,15A0575
EB16SMK-158429,A,42559.00176,63.676,-162.214,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.03308,63.694,-162.207,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.10152,63.718,-162.239,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.11594,63.72,-162.235,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.16516,63.74,-162.261,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.21208,63.753,-162.272,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.22128,63.753,-162.272,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.24091,63.747,-162.278,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.25912,63.748,-162.285,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.27284,63.77,-162.319,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.27652,63.77,-162.322,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.34664,63.793,-162.36,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.37668,63.802,-162.38,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.41557,63.807,-162.35,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.50991,63.794,-162.33,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.65134,63.843,-162.389,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.65134,63.845,-162.39,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.76538,63.863,-162.396,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.78748,63.843,-162.363,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.78748,63.841,-162.362,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.83659,63.839,-162.343,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.90075,63.841,-162.334,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.91663,63.855,-162.327,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.96727,63.867,-162.319,158429,SPLASH,15A0575
EB16SMK-158429,B,42559.98465,63.861,-162.331,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.01709,63.87,-162.335,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.03755,63.86,-162.427,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.08477,63.896,-162.479,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.11593,63.909,-162.498,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.12747,63.906,-162.509,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.13561,63.909,-162.478,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.15308,63.877,-162.584,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.22164,63.9,-162.657,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.25242,63.911,-162.687,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.25632,63.896,-162.641,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.25632,63.917,-162.719,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.27068,63.899,-162.65,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.28749,63.91,-162.675,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.36145,63.933,-162.755,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.39209,63.934,-162.762,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.64001,64.039,-163.031,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.73829,63.984,-162.919,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.79117,63.945,-162.829,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.84337,63.939,-162.831,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.84736,63.939,-162.83,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.90284,63.93,-162.858,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.97388,63.926,-162.884,158429,SPLASH,15A0575
EB16SMK-158429,B,42560.97388,63.932,-162.886,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.00075,63.932,-162.904,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.10034,63.928,-162.94,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.11341,63.93,-163.014,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.16394,63.927,-163.033,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.23718,63.911,-163.071,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.24328,63.909,-163.109,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.25317,63.908,-163.115,158429,SPLASH,15A0575
EB16SMK-158429,A,42561.27525,63.914,-163.15,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.35094,63.912,-163.2,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.37302,63.917,-163.152,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.49167,63.915,-163.131,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.50891,63.911,-163.121,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.63213,63.918,-163.034,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.64522,63.923,-163.029,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.71729,63.925,-163.014,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.74554,63.933,-162.982,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.75477,63.936,-162.985,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.76877,63.939,-162.984,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.77696,63.942,-162.979,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.83984,63.966,-162.961,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.85122,63.969,-162.963,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.88463,63.976,-162.956,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.88463,63.975,-162.977,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.89262,63.972,-162.996,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.90987,63.972,-162.972,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.96025,63.983,-162.951,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.97943,63.972,-163.026,158429,SPLASH,15A0575
EB16SMK-158429,B,42561.98638,63.973,-163.023,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.02594,63.975,-163.026,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.09144,63.959,-163.093,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.09889,63.935,-163.034,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.11917,63.936,-163.033,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.14488,63.956,-163.057,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.16057,63.948,-163.082,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.16464,63.952,-163.104,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.21574,63.95,-163.093,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.22689,63.943,-163.129,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.23553,63.945,-163.109,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.23725,63.94,-163.104,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.26439,63.946,-163.134,158429,SPLASH,15A0575
EB16SMK-158429,A,42562.28255,63.951,-163.133,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.33528,63.956,-163.138,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.3525,63.956,-163.136,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.62188,63.979,-163.158,158429,SPLASH,15A0575
EB16SMK-158429,A,42562.62376,64.003,-163.299,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.73911,64.018,-163.306,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.73911,63.972,-163.268,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.76325,63.959,-163.136,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.76325,63.959,-163.138,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.76325,63.984,-163.295,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.83502,63.952,-163.147,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.83625,63.955,-163.161,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.87319,63.947,-163.157,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.87523,63.948,-163.156,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.87523,63.949,-163.155,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.90115,63.96,-163.14,158429,SPLASH,15A0575
EB16SMK-158429,A,42562.90115,63.96,-163.158,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.97038,63.971,-163.188,158429,SPLASH,15A0575
EB16SMK-158429,B,42562.97242,63.972,-163.186,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.0114,63.977,-163.188,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.01487,63.977,-163.187,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.08388,63.983,-163.19,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.14801,63.996,-163.201,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.15531,64.016,-163.258,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.22641,64.021,-163.274,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.2513,64.019,-163.288,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.26087,64.019,-163.294,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.46601,64.029,-163.314,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.53124,64.028,-163.312,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.71774,64.031,-163.339,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.75262,64.035,-163.313,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.8577,64.046,-163.319,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.88822,64.053,-163.321,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.96113,64.05,-163.401,158429,SPLASH,15A0575
EB16SMK-158429,B,42563.96319,64.033,-163.363,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.02648,63.99,-163.399,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.033,63.991,-163.388,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.10594,63.98,-163.425,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.14705,63.978,-163.403,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.21635,63.972,-163.4,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.2352,63.933,-163.531,158429,SPLASH,15A0575
EB16SMK-158429,A,42564.23997,63.929,-163.495,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.26897,63.923,-163.508,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.27056,63.927,-163.532,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.34446,63.916,-163.584,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.38049,63.921,-163.563,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.53997,63.901,-163.687,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.61297,63.903,-163.617,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.63161,63.898,-163.577,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.64906,63.909,-163.543,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.65127,63.907,-163.54,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.77255,63.914,-163.584,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.85822,63.906,-163.605,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.87731,63.922,-163.572,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.90676,63.918,-163.597,158429,SPLASH,15A0575
EB16SMK-158429,A,42564.91015,63.924,-163.554,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.97674,63.924,-163.589,158429,SPLASH,15A0575
EB16SMK-158429,A,42564.97987,63.923,-163.603,158429,SPLASH,15A0575
EB16SMK-158429,B,42564.99861,63.92,-163.612,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.0134,63.912,-163.596,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.02801,63.912,-163.605,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.08536,63.913,-163.613,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.09641,63.924,-163.581,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.11306,63.922,-163.58,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.13713,63.922,-163.585,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.14959,63.922,-163.601,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.15199,63.917,-163.601,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.20933,63.916,-163.609,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.22081,63.92,-163.624,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.22081,63.909,-163.639,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.25081,63.919,-163.628,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.25412,63.918,-163.629,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.27863,63.917,-163.63,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.28583,63.914,-163.628,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.28947,63.913,-163.63,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.3563,63.909,-163.633,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.36102,63.907,-163.64,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.45933,63.898,-163.647,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.49256,63.897,-163.63,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.53355,63.895,-163.627,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.60332,63.916,-163.585,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.61413,63.912,-163.565,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.62704,63.902,-163.521,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.64374,63.903,-163.519,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.71065,63.91,-163.487,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.7381,63.905,-163.464,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.75709,63.904,-163.468,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.76838,63.903,-163.45,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.78517,63.9,-163.449,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.85127,63.922,-163.506,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.86454,63.922,-163.506,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.87802,63.924,-163.504,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.89109,63.931,-163.515,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.89743,63.924,-163.508,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.96185,63.924,-163.514,158429,SPLASH,15A0575
EB16SMK-158429,B,42565.99211,63.93,-163.514,158429,SPLASH,15A0575
EB16SMK-158429,A,42565.99808,63.941,-163.542,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.01347,63.936,-163.541,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.02781,63.938,-163.539,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.03852,63.938,-163.527,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.09949,63.944,-163.527,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.12742,63.942,-163.542,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.12873,63.926,-163.529,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.13815,63.933,-163.533,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.16486,63.935,-163.537,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.21013,63.939,-163.542,158429,SPLASH,15A0575
EB16SMK-158429,A,42566.23279,63.932,-163.518,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.24646,63.931,-163.513,158429,SPLASH,15A0575
EB16SMK-158429,A,42566.26538,63.935,-163.514,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.27438,63.935,-163.514,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.27742,63.933,-163.508,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.33442,63.936,-163.497,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.52016,63.942,-163.477,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.5362,63.937,-163.466,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.59509,63.934,-163.455,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.60931,63.932,-163.451,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.63579,63.929,-163.432,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.66193,63.928,-163.427,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.71071,63.927,-163.417,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.74034,63.927,-163.414,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.74398,63.932,-163.414,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.77691,63.931,-163.463,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.77691,63.929,-163.415,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.84675,63.932,-163.524,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.84832,63.973,-163.547,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.87308,63.972,-163.546,158429,SPLASH,15A0575
EB16SMK-158429,A,42566.87514,63.931,-163.55,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.91543,63.931,-163.555,158429,SPLASH,15A0575
EB16SMK-158429,B,42566.91543,63.932,-163.555,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.00978,63.93,-163.558,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.01137,63.92,-163.614,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.12169,63.916,-163.641,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.12469,63.914,-163.626,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.15153,63.914,-163.663,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.21803,63.908,-163.693,158429,SPLASH,15A0575
EB16SMK-158429,A,42567.24501,63.874,-163.692,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.25988,63.874,-163.692,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.36737,63.84,-163.751,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.38343,63.865,-163.716,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.40181,63.838,-163.737,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.51973,63.819,-163.726,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.58553,63.858,-163.661,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.58756,63.871,-163.66,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.64934,63.863,-163.661,158429,SPLASH,15A0575
EB16SMK-158429,A,42567.65502,63.866,-163.652,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.65722,63.872,-163.655,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.72104,63.874,-163.644,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.72322,63.888,-163.616,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.72539,63.884,-163.604,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.76189,63.882,-163.603,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.7664,63.871,-163.602,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.83672,63.928,-163.582,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.83672,63.895,-163.548,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.85544,63.929,-163.587,158429,SPLASH,15A0575
EB16SMK-158429,B,42567.86301,63.928,-163.588,158429,SPLASH,15A0575
