DeployIDs,Ptt,TagType,HistType,GMTDate,LocationQuality,Latitude,Longitude,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24
EB17OME-163044,138004,UT,Percent,6/9/18 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
EB17OME-163044,138004,UT,Percent,6/23/19 4:00,,,,,,,,,100,30,0,0,3,20,10,20,90,100,100,100,100,100,100,100,100,100,100,100
EB17OME-163044,138004,UT,Percent,6/24/19 0:00,,,,,100,100,100,100,40,20,20,20,20,20,10,20,20,20,20,20,20,20,10,0,3,0,0,10
EB17OME-163044,138004,UT,Percent,6/25/19 0:00,,,,,10,10,10,20,10,10,20,20,20,20,20,10,0,10,20,40,20,20,20,98,100,100,100,100
EB17OME-163044,138004,UT,Percent,6/26/19 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,30,20,20,20,20,20,20,20,20,30,20
EB17OME-163044,138004,UT,Percent,6/27/19 0:00,,,,,20,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,20,20,10,20,20
EB17OME-163044,138004,UT,Percent,6/28/19 0:00,,,,,10,20,20,20,20,20,10,10,10,3,10,0,0,20,90,100,100,100,100,100,100,100,100,100
EB17OME-163044,138004,UT,Percent,6/29/19 0:00,,,,,100,100,100,100,20,10,20,20,10,10,10,10,20,10,3,0,0,0,3,3,0,10,10,0
EB17OME-163044,138004,UT,Percent,6/30/19 0:00,,,,,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,7/1/19 0:00,,,,,0,0,0,0,10,10,20,20,20,20,60,100,100,100,100,100,100,100,100,100,100,100,100,100
EB17OME-163044,138004,UT,Percent,7/3/19 0:00,,,,,20,20,20,20,20,20,20,20,20,10,0,20,3,0,10,10,10,0,3,10,0,0,0,20
EB17OME-163044,138004,UT,Percent,7/6/19 0:00,,,,,60,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,100,100
EB17OME-163044,138004,UT,Percent,7/7/19 0:00,,,,,100,100,100,40,20,20,20,20,20,20,20,20,3,40,100,50,100,100,100,100,100,100,90,30
EB17OME-163044,138004,UT,Percent,7/11/19 0:00,,,,,20,20,20,10,10,10,20,20,40,100,100,40,30,30,98,100,100,30,10,10,0,0,10,10
EB17OME-163044,138004,UT,Percent,7/14/19 0:00,,,,,10,10,10,10,10,10,3,3,3,3,0,3,0,0,3,3,3,0,3,3,0,0,20,0
EB17OME-163044,138004,UT,Percent,7/15/19 0:00,,,,,3,3,3,3,3,0,0,0,0,3,0,0,0,10,0,0,0,0,10,10,10,10,10,20
EB17OME-163044,138004,UT,Percent,7/16/19 0:00,,,,,20,20,20,10,10,10,10,10,10,10,10,10,20,20,10,20,10,10,20,3,20,10,10,20
EB17OME-163044,138004,UT,Percent,7/17/19 0:00,,,,,40,90,100,100,100,98,100,100,100,100,100,100,100,90,0,10,10,10,10,20,10,20,20,40
EB17OME-163044,138004,UT,Percent,10/3/19 0:00,,,,,0,0,0,3,3,3,3,3,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/4/19 0:00,,,,,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/5/19 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,3
EB17OME-163044,138004,UT,Percent,10/6/19 0:00,,,,,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/7/19 0:00,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
EB17OME-163044,138004,UT,Percent,10/9/19 0:00,,,,,0,0,3,0,0,0,0,0,0,0,0,3,50,10,0,0,0,0,0,3,3,0,0,0
EB17OME-163044,138004,UT,Percent,10/10/19 0:00,,,,,0,0,0,0,0,0,0,0,3,0,0,0,3,20,3,3,3,3,10,3,30,10,50,90
EB17OME-163044,138004,UT,Percent,10/11/19 0:00,,,,,98,80,20,3,3,90,100,100,90,90,70,3,0,0,10,0,0,0,3,70,80,90,100,70
EB17OME-163044,138004,UT,Percent,10/12/19 0:00,,,,,0,0,0,3,50,90,100,100,80,80,20,10,10,3,3,3,3,3,3,60,100,100,80,60
EB17OME-163044,138004,UT,Percent,10/13/19 0:00,,,,,90,100,80,0,0,0,0,0,60,3,20,0,0,10,10,0,3,3,0,0,0,0,3,10
EB17OME-163044,138004,UT,Percent,10/14/19 0:00,,,,,50,3,3,0,0,0,30,98,100,100,100,100,98,98,10,40,80,50,30,70,100,100,100,100
EB17OME-163044,138004,UT,Percent,10/15/19 0:00,,,,,100,100,30,0,0,3,3,70,100,100,100,100,100,90,0,0,0,0,0,0,0,3,3,0
EB17OME-163044,138004,UT,Percent,10/16/19 0:00,,,,,3,3,3,0,0,0,3,3,3,3,3,3,3,3,0,3,0,3,0,0,0,0,3,0
EB17OME-163044,138004,UT,Percent,10/17/19 0:00,,,,,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/18/19 0:00,,,,,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/19/19 0:00,,,,,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/20/19 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/21/19 0:00,,,,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,100,100,100
EB17OME-163044,138004,UT,Percent,10/22/19 0:00,,,,,100,100,100,90,100,100,100,100,100,100,70,70,100,100,100,100,100,20,3,90,100,100,100,100
EB17OME-163044,138004,UT,Percent,10/26/19 0:00,,,,,0,0,3,0,3,3,3,0,3,3,3,3,3,3,0,3,0,3,3,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/28/19 0:00,,,,,0,0,0,0,3,0,0,3,3,0,3,3,0,0,3,3,3,0,0,0,0,0,3,0
EB17OME-163044,138004,UT,Percent,10/29/19 0:00,,,,,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,10/30/19 0:00,,,,,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,0,0,3,0
EB17OME-163044,138004,UT,Percent,10/31/19 0:00,,,,,3,0,3,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3
EB17OME-163044,138004,UT,Percent,11/1/19 0:00,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
EB17OME-163044,138004,UT,Percent,11/2/19 0:00,,,,,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,11/3/19 0:00,,,,,0,0,0,3,3,3,0,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,11/4/19 0:00,,,,,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,11/5/19 0:00,,,,,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0
EB17OME-163044,138004,UT,Percent,11/6/19 0:00,,,,,0,0,3,0,3,0,0,0,3,3,3,3,0,0,0,0,0,0,3,0,3,0,0,0
EB17OME-163044,138004,UT,Percent,11/7/19 0:00,,,,,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0
EB17OME-163044,138004,UT,Percent,11/8/19 0:00,,,,,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3
EB17OME-163044,138004,UT,Percent,11/9/19 0:00,,,,,3,3,0,3,40,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,11/10/19 0:00,,,,,0,3,3,10,100,100,100,100,100,100,100,100,60,80,100,100,100,100,80,0,10,98,100,100
EB17OME-163044,138004,UT,Percent,11/28/19 0:00,,,,,3,0,0,3,3,0,0,3,3,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,11/29/19 0:00,,,,,0,0,3,0,0,0,0,3,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,11/30/19 0:00,,,,,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
EB17OME-163044,138004,UT,Percent,12/1/19 0:00,,,,,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
EB17OME-163044,138004,UT,Percent,12/2/19 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
EB17OME-163044,138004,UT,Percent,12/3/19 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
EB17OME-163044,138004,UT,Percent,12/4/19 0:00,,,,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,100,100,100,100,100,100,100,100
EB17OME-163044,138004,UT,Percent,12/6/19 0:00,,,,,3,0,0,0,3,3,3,0,0,0,0,3,0,0,3,3,3,0,0,3,3,0,0,0
EB17OME-163044,138004,UT,Percent,12/7/19 0:00,,,,,0,0,0,0,3,3,3,3,0,3,0,0,3,0,0,3,10,3,3,3,0,3,0,0
EB17OME-163044,138004,UT,Percent,12/8/19 0:00,,,,,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,3,0,70,98
EB17OME-163044,138004,UT,Percent,12/9/19 0:00,,,,,100,100,100,100,10,3,50,100,100,100,100,100,100,100,98,98,90,3,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,12/10/19 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,70,100,100,100,100,100
EB17OME-163044,138004,UT,Percent,12/11/19 0:00,,,,,100,100,100,100,100,100,100,100,100,100,70,0,0,0,0,0,3,0,0,0,0,0,0,10
EB17OME-163044,138004,UT,Percent,12/12/19 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,100,70,0,0,3,3,3,0,3,0,3,0,0
EB17OME-163044,138004,UT,Percent,12/13/19 0:00,,,,,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,98,100,80,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,12/14/19 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,3,98
EB17OME-163044,138004,UT,Percent,12/15/19 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,3,0,0,0,0,0,3,3,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,12/17/19 0:00,,,,,3,0,3,10,3,10,3,3,3,3,0,0,3,3,20,3,0,3,3,3,3,3,3,0
EB17OME-163044,138004,UT,Percent,12/18/19 0:00,,,,,0,0,0,10,30,3,0,3,0,3,0,3,3,0,3,3,0,0,0,3,3,0,0,0
EB17OME-163044,138004,UT,Percent,12/19/19 0:00,,,,,0,3,0,3,0,0,0,0,0,0,0,20,30,3,3,10,3,3,3,3,3,3,3,3
EB17OME-163044,138004,UT,Percent,12/20/19 0:00,,,,,0,3,10,100,100,100,100,100,100,50,0,0,3,3,3,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,12/21/19 0:00,,,,,3,10,3,50,30,0,0,0,3,3,3,0,0,0,3,0,3,3,0,3,3,3,3,50
EB17OME-163044,138004,UT,Percent,1/4/20 0:00,,,,,0,3,3,3,3,3,3,3,0,0,0,0,3,0,3,3,3,3,3,3,0,3,0,0
EB17OME-163044,138004,UT,Percent,1/5/20 0:00,,,,,3,3,3,0,3,3,0,3,10,0,0,0,0,0,0,40,3,3,0,40,0,98,10,0
EB17OME-163044,138004,UT,Percent,1/11/20 0:00,,,,,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,0,3,0,0
EB17OME-163044,138004,UT,Percent,1/12/20 0:00,,,,,3,0,3,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,3,70
EB17OME-163044,138004,UT,Percent,1/13/20 0:00,,,,,3,0,3,3,80,100,100,100,100,100,100,80,0,0,0,0,0,0,0,0,0,0,0,0
EB17OME-163044,138004,UT,Percent,1/14/20 0:00,,,,,0,0,3,3,3,3,3,3,3,3,0,0,0,3,0,0,0,0,3,3,3,90,50,0
EB17OME-163044,138004,UT,Percent,1/17/20 0:00,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,30,40
PL17NUI-163035,137495,UT,Percent,8/16/17 0:00,,,,,0,0,0,0,0,3,3,3,3,3,0,0,20,10,30,80,98,90,50,10,3,10,20,30
PL17NUI-163035,137495,UT,Percent,9/17/17 0:00,,,,,0,0,3,10,30,0,20,70,70,30,90,60,100,100,100,100,90,70,50,70,98,3,10,80
PL17NUI-163035,137495,UT,Percent,9/18/17 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PL17NUI-163035,137495,UT,Percent,9/19/17 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PL17NUI-163035,137495,UT,Percent,10/13/17 0:00,,,,,3,0,3,3,0,0,3,0,0,0,0,3,0,0,20,100,100,100,100,100,100,100,100,100
PL17NUI-163035,137495,UT,Percent,10/19/17 0:00,,,,,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0
PL17NUI-163035,137495,UT,Percent,10/20/17 0:00,,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,10/21/17 0:00,,,,,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,3,0,0,3
PL17NUI-163035,137495,UT,Percent,10/22/17 0:00,,,,,3,3,3,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,0,0,3
PL17NUI-163035,137495,UT,Percent,10/23/17 0:00,,,,,3,0,3,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
PL17NUI-163035,137495,UT,Percent,10/24/17 0:00,,,,,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
PL17NUI-163035,137495,UT,Percent,10/25/17 0:00,,,,,0,0,0,3,0,3,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,3,3
PL17NUI-163035,137495,UT,Percent,10/26/17 0:00,,,,,3,3,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,3
PL17NUI-163035,137495,UT,Percent,10/27/17 0:00,,,,,80,100,100,100,90,60,50,80,100,100,100,100,100,100,100,100,100,100,50,30,50,100,100,100
PL17NUI-163035,137495,UT,Percent,10/28/17 0:00,,,,,100,98,100,100,100,100,90,0,50,20,3,20,0,0,0,0,0,10,50,100,100,100,100,100
PL17NUI-163035,137495,UT,Percent,10/29/17 0:00,,,,,100,100,100,100,100,100,20,20,3,70,100,100,100,100,100,100,100,100,20,100,100,80,100,100
PL17NUI-163035,137495,UT,Percent,10/30/17 0:00,,,,,100,100,100,100,100,100,98,20,100,100,100,100,30,10,80,30,50,90,70,20,98,98,100,100
PL17NUI-163035,137495,UT,Percent,10/31/17 0:00,,,,,100,100,100,100,100,60,3,0,40,98,100,100,100,100,100,100,100,100,100,100,50,100,100,100
PL17NUI-163035,137495,UT,Percent,11/1/17 0:00,,,,,100,70,3,20,80,100,100,100,100,100,100,100,100,100,30,70,100,100,100,100,100,100,98,100
PL17NUI-163035,137495,UT,Percent,11/3/17 0:00,,,,,0,0,0,0,0,3,3,3,0,0,3,3,0,3,3,0,0,0,0,0,0,3,3,0
PL17NUI-163035,137495,UT,Percent,11/4/17 0:00,,,,,0,3,3,0,3,0,3,3,0,3,0,3,3,3,3,0,3,0,3,0,0,3,3,0
PL17NUI-163035,137495,UT,Percent,11/5/17 0:00,,,,,0,0,3,3,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/6/17 0:00,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,3,0,3
PL17NUI-163035,137495,UT,Percent,11/7/17 0:00,,,,,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,3,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/8/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,3,3,3,0,3
PL17NUI-163035,137495,UT,Percent,11/9/17 0:00,,,,,3,0,0,0,3,3,0,0,0,0,3,3,3,3,3,0,0,0,3,3,3,3,0,0
PL17NUI-163035,137495,UT,Percent,11/10/17 0:00,,,,,0,0,0,0,0,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/11/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/12/17 0:00,,,,,0,3,3,0,0,0,0,0,3,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/13/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/14/17 0:00,,,,,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/15/17 0:00,,,,,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/16/17 0:00,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PL17NUI-163035,137495,UT,Percent,11/17/17 0:00,,,,,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/18/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,3,3
PL17NUI-163035,137495,UT,Percent,11/19/17 0:00,,,,,0,3,3,3,0,0,3,3,3,0,0,3,0,3,3,3,0,3,3,0,3,0,3,0
PL17NUI-163035,137495,UT,Percent,11/20/17 0:00,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,11/21/17 0:00,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
PL17NUI-163035,137495,UT,Percent,11/22/17 0:00,,,,,3,3,3,3,3,0,0,0,3,0,0,3,3,3,3,3,0,0,0,0,3,0,0,0
PL17NUI-163035,137495,UT,Percent,11/23/17 0:00,,,,,0,0,3,3,0,0,3,0,3,3,0,3,3,0,3,0,3,3,3,3,0,3,0,3
PL17NUI-163035,137495,UT,Percent,11/24/17 0:00,,,,,3,3,3,0,0,3,3,0,0,0,0,3,3,0,3,0,0,3,0,0,3,3,0,0
PL17NUI-163035,137495,UT,Percent,11/25/17 0:00,,,,,30,100,100,100,100,100,100,100,100,100,98,100,100,100,80,90,20,0,10,100,100,100,60,70
PL17NUI-163035,137495,UT,Percent,11/27/17 0:00,,,,,0,0,0,3,3,0,0,0,3,3,3,3,3,0,3,3,0,0,0,0,0,0,3,0
PL17NUI-163035,137495,UT,Percent,11/28/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,3,0,0
PL17NUI-163035,137495,UT,Percent,11/29/17 0:00,,,,,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3
PL17NUI-163035,137495,UT,Percent,11/30/17 0:00,,,,,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/1/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3
PL17NUI-163035,137495,UT,Percent,12/2/17 0:00,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
PL17NUI-163035,137495,UT,Percent,12/3/17 0:00,,,,,3,10,50,100,100,100,100,100,100,100,100,100,98,98,90,98,100,98,90,50,100,100,90,100
PL17NUI-163035,137495,UT,Percent,12/4/17 0:00,,,,,100,100,100,100,100,100,70,3,98,100,100,90,50,10,3,3,20,100,90,0,90,100,100,100
PL17NUI-163035,137495,UT,Percent,12/5/17 0:00,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40,50,100,100,100,100,98,70,98
PL17NUI-163035,137495,UT,Percent,12/6/17 0:00,,,,,98,98,100,90,50,10,30,30,100,100,100,100,100,100,90,100,100,100,100,100,50,10,100,100
PL17NUI-163035,137495,UT,Percent,12/7/17 0:00,,,,,60,98,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,80,20,90,100,100,100
PL17NUI-163035,137495,UT,Percent,12/8/17 0:00,,,,,100,3,20,10,20,98,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98,70
PL17NUI-163035,137495,UT,Percent,12/9/17 0:00,,,,,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0
PL17NUI-163035,137495,UT,Percent,12/10/17 0:00,,,,,0,0,0,0,3,3,3,0,0,0,0,0,3,3,0,3,0,0,3,3,0,0,0,3
PL17NUI-163035,137495,UT,Percent,12/11/17 0:00,,,,,0,0,3,0,0,0,3,3,3,0,3,3,3,3,3,0,3,0,0,3,3,3,3,0
PL17NUI-163035,137495,UT,Percent,12/12/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/13/17 0:00,,,,,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/14/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/15/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0
PL17NUI-163035,137495,UT,Percent,12/16/17 0:00,,,,,0,0,3,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/17/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/18/17 0:00,,,,,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,3,0
PL17NUI-163035,137495,UT,Percent,12/19/17 0:00,,,,,3,0,0,3,3,0,0,0,3,0,3,3,3,3,3,3,0,0,0,3,3,3,0,0
PL17NUI-163035,137495,UT,Percent,12/20/17 0:00,,,,,0,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,0,3
PL17NUI-163035,137495,UT,Percent,12/21/17 0:00,,,,,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/22/17 0:00,,,,,0,20,90,98,98,98,98,90,70,30,70,100,100,100,100,100,100,100,100,100,100,80,0,0
PL17NUI-163035,137495,UT,Percent,12/23/17 0:00,,,,,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,0,3,0
PL17NUI-163035,137495,UT,Percent,12/24/17 0:00,,,,,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,0
PL17NUI-163035,137495,UT,Percent,12/25/17 0:00,,,,,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/26/17 0:00,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
PL17NUI-163035,137495,UT,Percent,12/27/17 0:00,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0
PL17NUI-163035,137495,UT,Percent,12/28/17 0:00,,,,,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
PL17NUI-163035,137495,UT,Percent,12/29/17 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,12/30/17 0:00,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
PL17NUI-163035,137495,UT,Percent,12/31/17 0:00,,,,,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,1/1/18 0:00,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,1/2/18 0:00,,,,,0,0,0,3,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,1/3/18 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,1/4/18 0:00,,,,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PL17NUI-163035,137495,UT,Percent,1/5/18 0:00,,,,,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
PL17NUI-163035,137495,UT,Percent,1/6/18 0:00,,,,,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,1/7/18 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL17NUI-163035,137495,UT,Percent,1/8/18 0:00,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
PL17NUI-163035,137495,UT,Percent,1/9/18 0:00,,,,,3,0,0,0,3,0,0,0,3,0,3,3,3,3,0,3,0,0,3,0,3,3,3,3
PL17NUI-163035,137495,UT,Percent,1/10/18 0:00,,,,,3,3,3,3,0,3,0,0,0,3,3,0,3,3,0,3,0,0,0,3,40,100,100,100
PL17NUI-163035,137495,UT,Percent,1/11/18 0:00,,,,,30,0,3,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40,0,0,0
